TrialNumber,image,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,image_path,block,wait_time,subject,age,handedness
1,stimuli\Fitness_Chocolate.png,1.0,0.0,630.21985,631.245,645.74426,14.522747,40.0,82.0,stimuli\Fitness_Chocolate.png,3.0,-14.395036,--,--,--
2,stimuli\Quakermaybe.png,1.0,1.0,645.768,646.7941,651.3938,4.623395,72.0,29.0,stimuli\Quakermaybe.png,3.0,-4.5139284,--,--,--
3,stimuli\FuseTeaGreen.png,1.0,2.0,651.41724,652.4606,660.64325,8.196471,37.0,22.0,stimuli\FuseTeaGreen.png,3.0,-8.078339,--,--,--
4,stimuli\Tuna_ToGo.png,1.0,3.0,660.7001,661.7434,667.5931,5.884405,18.0,88.0,stimuli\Tuna_ToGo.png,3.0,-5.6150656,--,--,--
5,stimuli\Branflakesextra.png,1.0,4.0,667.6172,668.6595,672.70953,4.0780635,82.0,2.0,stimuli\Branflakesextra.png,3.0,-3.721649,--,--,--
6,stimuli\Milka.PNG,1.0,5.0,672.7647,673.7929,678.993,5.227771,25.0,38.0,stimuli\Milka.PNG,3.0,-4.8520627,--,--,--
7,stimuli\ChocolateSpread.png,1.0,6.0,679.0161,680.05896,682.84247,2.8125544,74.0,69.0,stimuli\ChocolateSpread.png,3.0,-2.485093,--,--,--
8,stimuli\Filtunamaybe.png,1.0,7.0,682.8669,683.8925,690.6254,6.755858,32.0,40.0,stimuli\Filtunamaybe.png,3.0,-6.605281,--,--,--
9,stimuli\Neviot.PNG,1.0,8.0,690.6477,691.67535,696.7915,5.1164994,10.0,38.0,stimuli\Neviot.PNG,3.0,-5.0421805,--,--,--
10,stimuli\Smarties.PNG,1.0,9.0,696.82983,697.8581,702.0749,4.238689,18.0,70.0,stimuli\Smarties.PNG,3.0,-4.06068,--,--,--
11,stimuli\Sano99.png,1.0,10.0,702.096,703.12476,707.891,4.771112,72.0,1.0,stimuli\Sano99.png,3.0,-4.4303436,--,--,--
12,stimuli\CocaCola2L.png,1.0,11.0,707.9133,708.9409,717.95715,9.015902,28.0,46.0,stimuli\CocaCola2L.png,3.0,-8.887726,--,--,--
13,stimuli\Barackemaybe.png,1.0,12.0,717.97925,719.0074,721.9072,2.9275653,26.0,49.0,stimuli\Barackemaybe.png,3.0,-2.8718731,--,--,--
14,stimuli\FuzeTea.png,1.0,13.0,721.929,722.9736,727.5738,4.6300488,29.0,21.0,stimuli\FuzeTea.png,3.0,-4.3875246,--,--,--
15,stimuli\Zipperbigbag.png,1.0,14.0,727.5961,728.6233,735.6563,7.031828,60.0,38.0,stimuli\Zipperbigbag.png,3.0,-6.638824,--,--,--
16,stimuli\Wissotzky.png,1.0,15.0,735.6934,736.72327,747.8059,11.104983,50.0,87.0,stimuli\Wissotzky.png,3.0,-10.833447,--,--,--
17,stimuli\Fitnessmaybe.png,1.0,16.0,747.826,748.8559,757.9053,9.053263,54.0,4.0,stimuli\Fitnessmaybe.png,3.0,-8.812798,--,--,--
18,stimuli\Chocolatemilk.png,1.0,17.0,757.93036,758.97186,764.689,5.7474165,56.0,93.0,stimuli\Chocolatemilk.png,3.0,-5.709699,--,--,--
19,stimuli\Heinz.png,1.0,18.0,764.72003,765.7552,769.5382,3.817833,52.0,67.0,stimuli\Heinz.png,3.0,-3.4769816,--,--,--
20,stimuli\Zippersmallbag.png,1.0,19.0,769.59045,770.6382,778.7546,8.149999,60.0,7.0,stimuli\Zippersmallbag.png,3.0,-8.072777,--,--,--
21,stimuli\Colgatemaybe.png,1.0,20.0,778.77795,779.82117,786.05396,6.2426763,80.0,37.0,stimuli\Colgatemaybe.png,3.0,-6.2301903,--,--,--
22,stimuli\Cafeelite.png,1.0,21.0,786.098,787.13745,789.7704,2.636477,47.0,88.0,stimuli\Cafeelite.png,3.0,-2.454778,--,--,--
23,stimuli\Prince.PNG,1.0,22.0,789.8298,790.85394,798.9535,8.123979,63.0,71.0,stimuli\Prince.PNG,3.0,-7.858644,--,--,--
24,stimuli\Kikkoman.png,1.0,23.0,798.97876,800.02026,807.2696,7.2591686,65.0,50.0,stimuli\Kikkoman.png,3.0,-7.146641,--,--,--
25,stimuli\Branflakes.png,1.0,24.0,807.3162,808.35315,811.8693,3.517257,80.0,89.0,stimuli\Branflakes.png,3.0,-3.4724786,--,--,--
26,stimuli\ParaChocolate.png,1.0,25.0,811.891,812.9362,823.90216,10.976376,38.0,32.0,stimuli\ParaChocolate.png,3.0,-10.654152,--,--,--
27,stimuli\Splendid.PNG,1.0,26.0,823.92426,824.952,830.25183,5.2975483,40.0,85.0,stimuli\Splendid.PNG,3.0,-5.255498,--,--,--
28,stimuli\KifKef.PNG,1.0,27.0,830.3129,831.3351,835.0019,3.6887043,30.0,29.0,stimuli\KifKef.PNG,3.0,-3.5001504,--,--,--
29,stimuli\GelDeLin.png,1.0,28.0,835.0263,836.0685,842.98456,6.92937,80.0,34.0,stimuli\GelDeLin.png,3.0,-6.8155975,--,--,--
30,stimuli\YadMordechai.png,1.0,29.0,843.00854,844.05145,852.95074,8.911315,52.0,61.0,stimuli\YadMordechai.png,3.0,-8.577452,--,--,--
31,stimuli\Tapuchips.PNG,1.0,30.0,852.9891,854.0343,860.6004,6.580893,40.0,32.0,stimuli\Tapuchips.PNG,3.0,-6.455506,--,--,--
32,stimuli\Oreo.PNG,1.0,31.0,860.6408,861.66693,870.05023,8.403905,55.0,32.0,stimuli\Oreo.PNG,3.0,-8.176769,103,23,Right
