target1,target2,distractor,target1_rank,target2_rank,distractor_rank,target1_choice,target2_choice,distractor_choice,targets_diff,is_blank
stimuli\Branflakesextra.png,stimuli\Prince.PNG,stimuli\Zippersmallbag.png,1,10,11,82.0,64.0,58.333333333333336,9,0.0
stimuli\Branflakesextra.png,stimuli\Prince.PNG,stimuli\YadMordechai.png,1,10,15,82.0,64.0,55.666666666666664,9,0.0
stimuli\Branflakesextra.png,stimuli\Prince.PNG,stimuli\Fitnessmaybe.png,1,10,19,82.0,64.0,47.666666666666664,9,0.0
stimuli\Branflakesextra.png,stimuli\Prince.PNG,stimuli\FuseTeaGreen.png,1,10,23,82.0,64.0,38.0,9,0.0
stimuli\Branflakesextra.png,stimuli\Prince.PNG,stimuli\KifKef.PNG,1,10,27,82.0,64.0,32.666666666666664,9,0.0
stimuli\Branflakesextra.png,stimuli\Prince.PNG,stimuli\Smarties.PNG,1,10,31,82.0,64.0,19.333333333333332,9,0.0
stimuli\Branflakes.png,stimuli\Zipperbigbag.png,stimuli\Zippersmallbag.png,2,9,11,81.33333333333333,65.66666666666667,58.333333333333336,7,0.0
stimuli\Branflakes.png,stimuli\Zipperbigbag.png,stimuli\YadMordechai.png,2,9,15,81.33333333333333,65.66666666666667,55.666666666666664,7,0.0
stimuli\Branflakes.png,stimuli\Zipperbigbag.png,stimuli\Fitnessmaybe.png,2,9,19,81.33333333333333,65.66666666666667,47.666666666666664,7,0.0
stimuli\Branflakes.png,stimuli\Zipperbigbag.png,stimuli\FuseTeaGreen.png,2,9,23,81.33333333333333,65.66666666666667,38.0,7,0.0
stimuli\Branflakes.png,stimuli\Zipperbigbag.png,stimuli\KifKef.PNG,2,9,27,81.33333333333333,65.66666666666667,32.666666666666664,7,0.0
stimuli\Branflakes.png,stimuli\Zipperbigbag.png,stimuli\Smarties.PNG,2,9,31,81.33333333333333,65.66666666666667,19.333333333333332,7,0.0
stimuli\Sano99.png,stimuli\Prince.PNG,stimuli\Zippersmallbag.png,4,10,11,75.66666666666667,64.0,58.333333333333336,6,0.0
stimuli\Sano99.png,stimuli\Prince.PNG,stimuli\YadMordechai.png,4,10,15,75.66666666666667,64.0,55.666666666666664,6,0.0
stimuli\Sano99.png,stimuli\Prince.PNG,stimuli\Fitnessmaybe.png,4,10,19,75.66666666666667,64.0,47.666666666666664,6,0.0
stimuli\Sano99.png,stimuli\Prince.PNG,stimuli\FuseTeaGreen.png,4,10,23,75.66666666666667,64.0,38.0,6,0.0
stimuli\Sano99.png,stimuli\Prince.PNG,stimuli\KifKef.PNG,4,10,27,75.66666666666667,64.0,32.666666666666664,6,0.0
stimuli\Sano99.png,stimuli\Prince.PNG,stimuli\Smarties.PNG,4,10,31,75.66666666666667,64.0,19.333333333333332,6,0.0
stimuli\Colgatemaybe.png,stimuli\ChocolateSpread.png,stimuli\Zippersmallbag.png,3,8,11,80.66666666666667,68.33333333333333,58.333333333333336,5,0.0
stimuli\Colgatemaybe.png,stimuli\ChocolateSpread.png,stimuli\YadMordechai.png,3,8,15,80.66666666666667,68.33333333333333,55.666666666666664,5,0.0
stimuli\Colgatemaybe.png,stimuli\ChocolateSpread.png,stimuli\Fitnessmaybe.png,3,8,19,80.66666666666667,68.33333333333333,47.666666666666664,5,0.0
stimuli\Colgatemaybe.png,stimuli\ChocolateSpread.png,stimuli\FuseTeaGreen.png,3,8,23,80.66666666666667,68.33333333333333,38.0,5,0.0
stimuli\Colgatemaybe.png,stimuli\ChocolateSpread.png,stimuli\KifKef.PNG,3,8,27,80.66666666666667,68.33333333333333,32.666666666666664,5,0.0
stimuli\Colgatemaybe.png,stimuli\ChocolateSpread.png,stimuli\Smarties.PNG,3,8,31,80.66666666666667,68.33333333333333,19.333333333333332,5,0.0
stimuli\Quakermaybe.png,stimuli\Zipperbigbag.png,stimuli\Zippersmallbag.png,6,9,11,73.0,65.66666666666667,58.333333333333336,3,0.0
stimuli\Quakermaybe.png,stimuli\Zipperbigbag.png,stimuli\YadMordechai.png,6,9,15,73.0,65.66666666666667,55.666666666666664,3,0.0
stimuli\Quakermaybe.png,stimuli\Zipperbigbag.png,stimuli\Fitnessmaybe.png,6,9,19,73.0,65.66666666666667,47.666666666666664,3,0.0
stimuli\Quakermaybe.png,stimuli\Zipperbigbag.png,stimuli\FuseTeaGreen.png,6,9,23,73.0,65.66666666666667,38.0,3,0.0
stimuli\Quakermaybe.png,stimuli\Zipperbigbag.png,stimuli\KifKef.PNG,6,9,27,73.0,65.66666666666667,32.666666666666664,3,0.0
stimuli\Quakermaybe.png,stimuli\Zipperbigbag.png,stimuli\Smarties.PNG,6,9,31,73.0,65.66666666666667,19.333333333333332,3,0.0
stimuli\GelDeLin.png,stimuli\Quakermaybe.png,stimuli\Zippersmallbag.png,5,6,11,74.66666666666667,73.0,58.333333333333336,1,0.0
stimuli\GelDeLin.png,stimuli\Quakermaybe.png,stimuli\YadMordechai.png,5,6,15,74.66666666666667,73.0,55.666666666666664,1,0.0
stimuli\GelDeLin.png,stimuli\Quakermaybe.png,stimuli\Fitnessmaybe.png,5,6,19,74.66666666666667,73.0,47.666666666666664,1,0.0
stimuli\GelDeLin.png,stimuli\Quakermaybe.png,stimuli\FuseTeaGreen.png,5,6,23,74.66666666666667,73.0,38.0,1,0.0
stimuli\GelDeLin.png,stimuli\Quakermaybe.png,stimuli\KifKef.PNG,5,6,27,74.66666666666667,73.0,32.666666666666664,1,0.0
stimuli\GelDeLin.png,stimuli\Quakermaybe.png,stimuli\Smarties.PNG,5,6,31,74.66666666666667,73.0,19.333333333333332,1,0.0
0.0,0.0,0.0,,,,,,,,1.0
0.0,0.0,0.0,,,,,,,,1.0
0.0,0.0,0.0,,,,,,,,1.0
