success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,triad_index,one_key,two_key,three_key,target1,target2,distractor,target1_rank,target2_rank,distractor_rank,target1_choice,target2_choice,distractor_choice,targets_diff,is_blank,actual_choice,,FALSE
TRUE,FALSE,[],[],[],preload,0,33,0.0-0.0,103,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,1,21083,0.0-1.0,103,21049,"<p style=""text-align: center;"">מיד מתחילים.</p>",5,scan_wait,,,,,,,,,,,,,,,,,,FALSE
,,,,,html-keyboard-response,2,23094,0.0-2.0,103,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,3,24862,0.0-3.0-0.0,103,1764,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Prince.PNG', width=""291.19638826185104"", height=""300""></span></span>
                      <span><span><img src='stimuli\YadMordechai.png', width=""115.67164179104476"", height=""300""></span></span>
                      <span><span><img src='stimuli\Branflakesextra.png', width=""300"", height=""300""></span></span>
                    </p>",1,trinary,,target2,distractor,target1,stimuli\Branflakesextra.png,stimuli\Prince.PNG,stimuli\YadMordechai.png,1,10,15,82,64,55.66666667,9,0,target2,,FALSE
,,,,,html-keyboard-response,4,32999,0.0-3.0-1.0,103,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,5,35156,0.0-3.0-0.1,103,2152,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Colgatemaybe.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\Smarties.PNG', width=""300"", height=""102.57214554579673""></span></span>
                      <span><span><img src='stimuli\ChocolateSpread.png', width=""300"", height=""300""></span></span>
                    </p>",3,trinary,,target1,distractor,target2,stimuli\Colgatemaybe.png,stimuli\ChocolateSpread.png,stimuli\Smarties.PNG,3,8,31,80.66666667,68.33333333,19.33333333,5,0,target2,,FALSE
,,,,,html-keyboard-response,6,43394,0.0-3.0-1.1,103,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,7,45674,0.0-3.0-0.2,103,2274,"
                    <p class=""options"">
                      <span><span><img src='stimuli\KifKef.PNG', width=""238.02905874921038"", height=""300""></span></span>
                      <span><span><img src='stimuli\Zipperbigbag.png', width=""300"", height=""104.73372781065088""></span></span>
                      <span><span><img src='stimuli\Quakermaybe.png', width=""300"", height=""300""></span></span>
                    </p>",3,trinary,,distractor,target2,target1,stimuli\Quakermaybe.png,stimuli\Zipperbigbag.png,stimuli\KifKef.PNG,6,9,27,73,65.66666667,32.66666667,3,0,target1,,FALSE
,,,,,html-keyboard-response,8,53169,0.0-3.0-1.2,103,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,9,54488,0.0-3.0-0.3,103,1313,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Colgatemaybe.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\Fitnessmaybe.png', width=""300"", height=""181.875""></span></span>
                      <span><span><img src='stimuli\ChocolateSpread.png', width=""300"", height=""300""></span></span>
                    </p>",2,trinary,,target1,distractor,target2,stimuli\Colgatemaybe.png,stimuli\ChocolateSpread.png,stimuli\Fitnessmaybe.png,3,8,19,80.66666667,68.33333333,47.66666667,5,0,distractor,,FALSE
