TrialNumber,image,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,image_path,block,wait_time,subject,age,handedness
1,stimuli\Milka.PNG,1,0,357.15875,358.19128,364.70755,6.542856,27,48,stimuli\Milka.PNG,2,-6.3739805,--,--,--
2,stimuli\Heinz.png,1,1,364.73923,365.7742,373.1736,7.409684,62,91,stimuli\Heinz.png,2,-7.077687,--,--,--
3,stimuli\FuzeTea.png,1,2,373.19598,374.22385,381.49036,7.289046,37,47,stimuli\FuzeTea.png,2,-7.2570667,--,--,--
4,stimuli\Prince.PNG,1,3,381.54886,382.58978,389.45618,6.8739667,62,21,stimuli\Prince.PNG,2,-6.8611326,--,--,--
5,stimuli\Colgatemaybe.png,1,4,389.47992,390.52307,395.88922,5.379996,80,82,stimuli\Colgatemaybe.png,2,-5.0353637,--,--,--
6,stimuli\Fitnessmaybe.png,1,5,395.9094,396.93936,408.52155,11.599125,52,27,stimuli\Fitnessmaybe.png,2,-11.289333,--,--,--
7,stimuli\Zipperbigbag.png,1,6,408.54498,409.5885,426.0713,16.51385,67,28,stimuli\Zipperbigbag.png,2,-16.29557,--,--,--
8,stimuli\Tapuchips.PNG,1,7,426.10895,427.13794,437.0541,9.943345,42,0,stimuli\Tapuchips.PNG,2,-9.732301,--,--,--
9,stimuli\ParaChocolate.png,1,8,437.07568,438.12082,447.87003,9.76174,42,13,stimuli\ParaChocolate.png,2,-9.529757,--,--,--
10,stimuli\Branflakes.png,1,9,447.91656,448.9533,454.1031,5.161523,82,90,stimuli\Branflakes.png,2,-4.9066033,--,--,--
11,stimuli\Sano99.png,1,10,454.12527,455.1533,458.91983,3.7902403,70,26,stimuli\Sano99.png,2,-3.4692469,--,--,--
12,stimuli\Oreo.PNG,1,11,458.9604,459.98608,464.8362,4.875434,52,69,stimuli\Oreo.PNG,2,-4.7582827,--,--,--
13,stimuli\FuseTeaGreen.png,1,12,464.86014,465.8861,477.70215,11.83693,37,28,stimuli\FuseTeaGreen.png,2,-11.567806,--,--,--
14,stimuli\Smarties.PNG,1,13,477.7405,478.78552,481.8354,3.0812392,20,46,stimuli\Smarties.PNG,2,-3.0528119,--,--,--
15,stimuli\Kikkoman.png,1,14,481.85898,482.9017,488.4183,5.552173,62,35,stimuli\Kikkoman.png,2,-5.5283546,--,--,--
16,stimuli\Branflakesextra.png,1,15,488.44104,489.4847,496.2346,6.7815676,82,41,stimuli\Branflakesextra.png,2,-6.7573543,--,--,--
17,stimuli\Splendid.PNG,1,16,496.25626,497.2847,505.48395,8.205228,52,72,stimuli\Splendid.PNG,2,-8.0478,--,--,--
18,stimuli\Chocolatemilk.png,1,17,505.5082,506.55057,510.15057,3.631418,62,37,stimuli\Chocolatemilk.png,2,-3.5040119,--,--,--
19,stimuli\Neviot.PNG,1,18,510.1729,511.19992,518.0503,6.876251,15,68,stimuli\Neviot.PNG,2,-6.778175,--,--,--
20,stimuli\CocaCola2L.png,1,19,518.07184,519.0999,539.5327,20.460638,37,4,stimuli\CocaCola2L.png,2,-20.098879,--,--,--
21,stimuli\Wissotzky.png,1,20,539.5699,540.59894,547.24896,6.6752105,64,58,stimuli\Wissotzky.png,2,-6.4929366,--,--,--
22,stimuli\ChocolateSpread.png,1,21,547.27136,548.31525,552.1653,3.8788853,64,46,stimuli\ChocolateSpread.png,2,-3.6777873,--,--,--
23,stimuli\YadMordechai.png,1,22,552.1879,553.21497,561.31494,8.121103,50,79,stimuli\YadMordechai.png,2,-8.10211,--,--,--
24,stimuli\Fitness_Chocolate.png,1,23,561.37317,562.4149,569.36444,6.982165,38,72,stimuli\Fitness_Chocolate.png,2,-6.7476435,--,--,--
25,stimuli\Cafeelite.png,1,24,569.408,570.4478,574.814,4.3755097,48,7,stimuli\Cafeelite.png,2,-4.0489907,--,--,--
26,stimuli\Filtunamaybe.png,1,25,574.8391,575.8642,581.73035,5.8683915,30,52,stimuli\Filtunamaybe.png,2,-5.8364706,--,--,--
