TrialNumber,image,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,image_path,block,wait_time,subject,age,handedness
1,stimuli\Barackemaybe.png,1.0,0.0,4.30679,5.3487024,12.331342,7.011822,43.0,89.0,stimuli\Barackemaybe.png,1.0,-6.7237015,--,--,--
2,stimuli\Colgatemaybe.png,1.0,1.0,12.354463,13.398297,17.11482,3.7262082,88.0,51.0,stimuli\Colgatemaybe.png,1.0,-3.3457785,--,--,--
3,stimuli\Fitness_Chocolate.png,1.0,2.0,17.175123,18.214739,27.430998,9.228517,38.0,64.0,stimuli\Fitness_Chocolate.png,1.0,-9.184891,--,--,--
4,stimuli\Branflakes.png,1.0,3.0,27.478281,28.514595,34.164333,5.679626,100.0,9.0,stimuli\Branflakes.png,1.0,-5.5519714,--,--,--
5,stimuli\YadMordechai.png,1.0,4.0,34.189713,35.230946,43.729824,8.528388,47.0,15.0,stimuli\YadMordechai.png,1.0,-8.294214,--,--,--
6,stimuli\Tuna_ToGo.png,1.0,5.0,43.787613,44.813843,57.129204,12.336063,72.0,72.0,stimuli\Tuna_ToGo.png,1.0,-11.977458,--,--,--
7,stimuli\Neviot.PNG,1.0,6.0,57.154114,58.19647,62.796703,4.63519,50.0,76.0,stimuli\Neviot.PNG,1.0,-4.463728,--,--,--
8,stimuli\Zipperbigbag.png,1.0,7.0,62.82005,63.862576,72.44585,8.615016,30.0,10.0,stimuli\Zipperbigbag.png,1.0,-8.590941,--,--,--
9,stimuli\Cafeelite.png,1.0,8.0,72.489044,73.5291,79.3952,5.871083,61.0,38.0,stimuli\Cafeelite.png,1.0,-5.544695,--,--,--
10,stimuli\Sano99.png,1.0,9.0,79.41882,80.46211,84.65968,4.2170715,75.0,37.0,stimuli\Sano99.png,1.0,-4.2040277,--,--,--
11,stimuli\Oreo.PNG,1.0,10.0,84.70141,85.72625,97.52777,11.816843,87.0,32.0,stimuli\Oreo.PNG,1.0,-11.750553,--,--,--
12,stimuli\Zippersmallbag.png,1.0,11.0,97.58131,98.62787,109.77718,11.176195,45.0,79.0,stimuli\Zippersmallbag.png,1.0,-10.78994,--,--,--
13,stimuli\Milka.PNG,1.0,12.0,109.8329,110.86064,116.143456,5.287336,80.0,2.0,stimuli\Milka.PNG,1.0,-5.216556,--,--,--
14,stimuli\Kikkoman.png,1.0,13.0,116.17003,117.193726,120.89282,3.7185564,56.0,81.0,stimuli\Kikkoman.png,1.0,-3.6972082,--,--,--
15,stimuli\Branflakesextra.png,1.0,14.0,120.91728,121.9432,128.90953,6.9692483,75.0,5.0,stimuli\Branflakesextra.png,1.0,-6.742094,--,--,--
16,stimuli\Filtunamaybe.png,1.0,15.0,128.93391,129.9593,136.52591,6.581607,88.0,70.0,stimuli\Filtunamaybe.png,1.0,-6.226433,--,--,--
17,stimuli\KifKef.PNG,1.0,16.0,136.5867,137.6261,146.7749,9.172827,40.0,26.0,stimuli\KifKef.PNG,1.0,-9.146084,--,--,--
18,stimuli\Smarties.PNG,1.0,17.0,146.81514,147.84222,152.74213,4.9270763,15.0,4.0,stimuli\Smarties.PNG,1.0,-4.6387796,--,--,--
19,stimuli\ChocolateSpread.png,1.0,18.0,152.76624,153.80861,159.6915,5.909675,31.0,71.0,stimuli\ChocolateSpread.png,1.0,-5.6102815,--,--,--
20,stimuli\Chocolatemilk.png,1.0,19.0,159.71632,160.74156,166.14107,5.391046,50.0,2.0,stimuli\Chocolatemilk.png,1.0,-5.2139745,--,--,--
21,stimuli\GelDeLin.png,1.0,20.0,166.16415,167.191,173.19034,6.0138288,0.0,69.0,stimuli\GelDeLin.png,1.0,-5.978961,--,--,--
22,stimuli\Splendid.PNG,1.0,21.0,173.21332,174.25766,184.10695,9.858642,62.0,44.0,stimuli\Splendid.PNG,1.0,-9.837597,--,--,--
23,stimuli\Heinz.png,1.0,22.0,184.13977,185.17348,189.82347,4.6713524,48.0,24.0,stimuli\Heinz.png,1.0,-4.4116354,--,--,--
24,stimuli\Wissotzky.png,1.0,23.0,189.86127,190.90685,194.10643,3.2091792,26.0,61.0,stimuli\Wissotzky.png,1.0,-2.965256,--,--,--
25,stimuli\CocaCola2L.png,1.0,24.0,194.12975,195.15665,199.90625,4.767147,70.0,22.0,stimuli\CocaCola2L.png,1.0,-4.37378,--,--,--
26,stimuli\Fitnessmaybe.png,1.0,25.0,199.92642,200.95631,205.67258,4.7236104,73.0,53.0,stimuli\Fitnessmaybe.png,1.0,-4.521975,--,--,--
27,stimuli\FuseTeaGreen.png,1.0,26.0,205.69554,206.72244,214.5717,7.8637385,65.0,65.0,stimuli\FuseTeaGreen.png,1.0,-7.6661344,--,--,--
28,stimuli\Prince.PNG,1.0,27.0,214.62971,215.67235,220.67203,5.0294046,18.0,39.0,stimuli\Prince.PNG,1.0,-4.904754,--,--,--
29,stimuli\Quakermaybe.png,1.0,28.0,220.69574,221.73839,225.48857,3.7820566,84.0,1.0,stimuli\Quakermaybe.png,1.0,-3.7290688,--,--,--
30,stimuli\FuzeTea.png,1.0,29.0,225.51088,226.55522,231.38756,4.859899,71.0,10.0,stimuli\FuzeTea.png,1.0,-4.8255677,--,--,--
31,stimuli\ParaChocolate.png,1.0,30.0,231.40935,232.45459,237.68767,5.242652,50.0,32.0,stimuli\ParaChocolate.png,1.0,-5.119118,--,--,--
32,stimuli\Tapuchips.PNG,1.0,31.0,237.72618,238.77095,240.63731,1.8986096,22.0,14.0,stimuli\Tapuchips.PNG,1.0,-1.6667055,104,23,Right
