target1,target2,distractor,target1_rank,target2_rank,distractor_rank,target1_choice,target2_choice,distractor_choice,targets_diff,is_blank
stimuli\Branflakes.png,stimuli\Milka.PNG,stimuli\Oreo.PNG,1,10,11,89.66666666666667,67.66666666666667,61.666666666666664,9,0.0
stimuli\Branflakes.png,stimuli\Milka.PNG,stimuli\Cafeelite.png,1,10,15,89.66666666666667,67.66666666666667,54.0,9,0.0
stimuli\Branflakes.png,stimuli\Milka.PNG,stimuli\Fitness_Chocolate.png,1,10,19,89.66666666666667,67.66666666666667,48.0,9,0.0
stimuli\Branflakes.png,stimuli\Milka.PNG,stimuli\KifKef.PNG,1,10,23,89.66666666666667,67.66666666666667,33.666666666666664,9,0.0
stimuli\Branflakes.png,stimuli\Milka.PNG,stimuli\Zippersmallbag.png,1,10,27,89.66666666666667,67.66666666666667,29.0,9,0.0
stimuli\Branflakes.png,stimuli\Milka.PNG,stimuli\Smarties.PNG,1,10,31,89.66666666666667,67.66666666666667,12.333333333333334,9,0.0
stimuli\Filtunamaybe.png,stimuli\FuzeTea.png,stimuli\Oreo.PNG,2,9,11,88.33333333333333,68.66666666666667,61.666666666666664,7,0.0
stimuli\Filtunamaybe.png,stimuli\FuzeTea.png,stimuli\Cafeelite.png,2,9,15,88.33333333333333,68.66666666666667,54.0,7,0.0
stimuli\Filtunamaybe.png,stimuli\FuzeTea.png,stimuli\Fitness_Chocolate.png,2,9,19,88.33333333333333,68.66666666666667,48.0,7,0.0
stimuli\Filtunamaybe.png,stimuli\FuzeTea.png,stimuli\KifKef.PNG,2,9,23,88.33333333333333,68.66666666666667,33.666666666666664,7,0.0
stimuli\Filtunamaybe.png,stimuli\FuzeTea.png,stimuli\Zippersmallbag.png,2,9,27,88.33333333333333,68.66666666666667,29.0,7,0.0
stimuli\Filtunamaybe.png,stimuli\FuzeTea.png,stimuli\Smarties.PNG,2,9,31,88.33333333333333,68.66666666666667,12.333333333333334,7,0.0
stimuli\Branflakes.png,stimuli\CocaCola2L.png,stimuli\Oreo.PNG,1,7,11,89.66666666666667,70.0,61.666666666666664,6,0.0
stimuli\Branflakes.png,stimuli\CocaCola2L.png,stimuli\Cafeelite.png,1,7,15,89.66666666666667,70.0,54.0,6,0.0
stimuli\Branflakes.png,stimuli\CocaCola2L.png,stimuli\Fitness_Chocolate.png,1,7,19,89.66666666666667,70.0,48.0,6,0.0
stimuli\Branflakes.png,stimuli\CocaCola2L.png,stimuli\KifKef.PNG,1,7,23,89.66666666666667,70.0,33.666666666666664,6,0.0
stimuli\Branflakes.png,stimuli\CocaCola2L.png,stimuli\Zippersmallbag.png,1,7,27,89.66666666666667,70.0,29.0,6,0.0
stimuli\Branflakes.png,stimuli\CocaCola2L.png,stimuli\Smarties.PNG,1,7,31,89.66666666666667,70.0,12.333333333333334,6,0.0
stimuli\Quakermaybe.png,stimuli\Kikkoman.png,stimuli\Oreo.PNG,3,8,11,83.33333333333333,69.66666666666667,61.666666666666664,5,0.0
stimuli\Quakermaybe.png,stimuli\Kikkoman.png,stimuli\Cafeelite.png,3,8,15,83.33333333333333,69.66666666666667,54.0,5,0.0
stimuli\Quakermaybe.png,stimuli\Kikkoman.png,stimuli\Fitness_Chocolate.png,3,8,19,83.33333333333333,69.66666666666667,48.0,5,0.0
stimuli\Quakermaybe.png,stimuli\Kikkoman.png,stimuli\KifKef.PNG,3,8,23,83.33333333333333,69.66666666666667,33.666666666666664,5,0.0
stimuli\Quakermaybe.png,stimuli\Kikkoman.png,stimuli\Zippersmallbag.png,3,8,27,83.33333333333333,69.66666666666667,29.0,5,0.0
stimuli\Quakermaybe.png,stimuli\Kikkoman.png,stimuli\Smarties.PNG,3,8,31,83.33333333333333,69.66666666666667,12.333333333333334,5,0.0
stimuli\Branflakesextra.png,stimuli\Kikkoman.png,stimuli\Oreo.PNG,5,8,11,76.66666666666667,69.66666666666667,61.666666666666664,3,0.0
stimuli\Branflakesextra.png,stimuli\Kikkoman.png,stimuli\Cafeelite.png,5,8,15,76.66666666666667,69.66666666666667,54.0,3,0.0
stimuli\Branflakesextra.png,stimuli\Kikkoman.png,stimuli\Fitness_Chocolate.png,5,8,19,76.66666666666667,69.66666666666667,48.0,3,0.0
stimuli\Branflakesextra.png,stimuli\Kikkoman.png,stimuli\KifKef.PNG,5,8,23,76.66666666666667,69.66666666666667,33.666666666666664,3,0.0
stimuli\Branflakesextra.png,stimuli\Kikkoman.png,stimuli\Zippersmallbag.png,5,8,27,76.66666666666667,69.66666666666667,29.0,3,0.0
stimuli\Branflakesextra.png,stimuli\Kikkoman.png,stimuli\Smarties.PNG,5,8,31,76.66666666666667,69.66666666666667,12.333333333333334,3,0.0
stimuli\Quakermaybe.png,stimuli\Tuna_ToGo.png,stimuli\Oreo.PNG,3,4,11,83.33333333333333,78.66666666666667,61.666666666666664,1,0.0
stimuli\Quakermaybe.png,stimuli\Tuna_ToGo.png,stimuli\Cafeelite.png,3,4,15,83.33333333333333,78.66666666666667,54.0,1,0.0
stimuli\Quakermaybe.png,stimuli\Tuna_ToGo.png,stimuli\Fitness_Chocolate.png,3,4,19,83.33333333333333,78.66666666666667,48.0,1,0.0
stimuli\Quakermaybe.png,stimuli\Tuna_ToGo.png,stimuli\KifKef.PNG,3,4,23,83.33333333333333,78.66666666666667,33.666666666666664,1,0.0
stimuli\Quakermaybe.png,stimuli\Tuna_ToGo.png,stimuli\Zippersmallbag.png,3,4,27,83.33333333333333,78.66666666666667,29.0,1,0.0
stimuli\Quakermaybe.png,stimuli\Tuna_ToGo.png,stimuli\Smarties.PNG,3,4,31,83.33333333333333,78.66666666666667,12.333333333333334,1,0.0
0.0,0.0,0.0,,,,,,,,1.0
0.0,0.0,0.0,,,,,,,,1.0
0.0,0.0,0.0,,,,,,,,1.0
