success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,triad_index,one_key,two_key,three_key,target1,target2,distractor,target1_rank,target2_rank,distractor_rank,target1_choice,target2_choice,distractor_choice,targets_diff,is_blank,actual_choice,,#SPILL!,,FALSE
,,,,,html-keyboard-response,65,331883,0.0-3.0-0.31,101,984,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Milka.PNG', width=""300"", height=""153.40710541642397""></span></span>
                      <span><span><img src='stimuli\FuzeTea.png', width=""149.079754601227"", height=""300""></span></span>
                      <span><span><img src='stimuli\Sano99.png', width=""287.6470588235294"", height=""300""></span></span>
                    </p>",1,trinary,,target2,distractor,target1,stimuli\Sano99.png,stimuli\Milka.PNG,stimuli\FuzeTea.png,3,6,23,13.5,10,3,3,0,target2,,FALSE,,FALSE
,,,,,html-keyboard-response,66,341014,0.0-3.0-1.31,101,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE,,TRUE
,,,,,html-keyboard-response,67,341688,0.0-3.0-0.32,101,671,"
                    <p class=""options"">
                      <span><span><img src='stimuli\CocaCola2L.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\Splendid.PNG', width=""174.19354838709677"", height=""300""></span></span>
                      <span><span><img src='stimuli\Zippersmallbag.png', width=""300"", height=""170.83854818523153""></span></span>
                    </p>",2,trinary,,distractor,target2,target1,stimuli\Zippersmallbag.png,stimuli\Splendid.PNG,stimuli\CocaCola2L.png,2,8,19,13.5,10,5,6,0,target2,,FALSE,,FALSE
,,,,,html-keyboard-response,68,350784,0.0-3.0-1.32,101,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE,,TRUE
,,,,,html-keyboard-response,69,351670,0.0-3.0-0.33,101,880,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Fitnessmaybe.png', width=""300"", height=""181.875""></span></span>
                      <span><span><img src='stimuli\YadMordechai.png', width=""115.67164179104476"", height=""300""></span></span>
                      <span><span><img src='stimuli\Milka.PNG', width=""300"", height=""153.40710541642397""></span></span>
                    </p>",3,trinary,,distractor,target2,target1,stimuli\Milka.PNG,stimuli\YadMordechai.png,stimuli\Fitnessmaybe.png,6,7,11,10,10,9,1,0,target1,,FALSE,,FALSE
,,,,,html-keyboard-response,70,361132,0.0-3.0-1.33,101,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE,,TRUE
,,,,,html-keyboard-response,71,362812,0.0-3.0-0.34,101,1674,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Colgatemaybe.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\CocaCola2L.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\Zippersmallbag.png', width=""300"", height=""170.83854818523153""></span></span>
                    </p>",2,trinary,,target2,distractor,target1,stimuli\Zippersmallbag.png,stimuli\Colgatemaybe.png,stimuli\CocaCola2L.png,2,9,19,13.5,10,5,7,0,distractor,,FALSE,,FALSE
,,,,,html-keyboard-response,72,370882,0.0-3.0-1.34,101,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE,,TRUE
,,,,,html-keyboard-response,73,372966,0.0-3.0-0.35,101,2077,"
                    <p class=""options"">
                      <span><span><img src='stimuli\CocaCola2L.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\Colgatemaybe.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\Zipperbigbag.png', width=""300"", height=""104.73372781065088""></span></span>
                    </p>",2,trinary,,distractor,target2,target1,stimuli\Zipperbigbag.png,stimuli\Colgatemaybe.png,stimuli\CocaCola2L.png,4,9,19,12.5,10,5,5,0,target2,,FALSE,,FALSE
,,,,,html-keyboard-response,74,380813,0.0-3.0-1.35,101,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE,,TRUE
,,,,,html-keyboard-response,75,381562,0.0-3.0-0.36,101,743,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Fitnessmaybe.png', width=""300"", height=""181.875""></span></span>
                      <span><span><img src='stimuli\Splendid.PNG', width=""174.19354838709677"", height=""300""></span></span>
                      <span><span><img src='stimuli\Zippersmallbag.png', width=""300"", height=""170.83854818523153""></span></span>
                    </p>",2,trinary,,distractor,target2,target1,stimuli\Zippersmallbag.png,stimuli\Splendid.PNG,stimuli\Fitnessmaybe.png,2,8,11,13.5,10,9,6,0,target2,,FALSE,,FALSE
,,,,,html-keyboard-response,76,390422,0.0-3.0-1.36,101,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE,,TRUE
,,,,,html-keyboard-response,77,391516,0.0-3.0-0.37,101,1088,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Sano99.png', width=""287.6470588235294"", height=""300""></span></span>
                      <span><span><img src='stimuli\Heinz.png', width=""152.45901639344262"", height=""300""></span></span>
                      <span><span><img src='stimuli\Milka.PNG', width=""300"", height=""153.40710541642397""></span></span>
                    </p>",3,trinary,,target1,distractor,target2,stimuli\Sano99.png,stimuli\Milka.PNG,stimuli\Heinz.png,3,6,15,13.5,10,7,3,0,target2,,FALSE,,FALSE
,,,,,html-keyboard-response,78,400512,0.0-3.0-1.37,101,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE,,TRUE
,,,,,html-keyboard-response,79,401371,0.0-3.0-0.38,101,853,"
                    <p class=""options"">
                      <span><span><img src='stimuli\CocaCola2L.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\Chocolatemilk.png', width=""232.8042328042328"", height=""300""></span></span>
                      <span><span><img src='stimuli\Wissotzky.png', width=""189.69072164948454"", height=""300""></span></span>
                    </p>",2,trinary,,distractor,target2,target1,stimuli\Wissotzky.png,stimuli\Chocolatemilk.png,stimuli\CocaCola2L.png,1,10,19,15,9,5,9,0,target2,,FALSE,,FALSE
,,,,,html-keyboard-response,80,410050,0.0-3.0-1.38,101,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE,,TRUE
,,,,,html-keyboard-response,81,412057,0.0-4.0,101,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,FALSE,,FALSE
,,,,,html-keyboard-response,82,412770,0.0-5.0,101,null,,null,delay,,,,,,,,,,,,,,,,,,TRUE,,TRUE
,,,,,html-keyboard-response,83,440331,0.0-6.0,101,27559,<p>בלוק נגמר.</p>, ,manual_scan_wait,,,,,,,,,,,,,,,,,,FALSE,,FALSE
