TrialNumber,image,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,image_path,block,wait_time,subject,age,handedness
1,stimuli\Milka.PNG,1.0,0.0,55.096016,56.126278,56.426533,0.3219901,88.0,88.0,stimuli\Milka.PNG,2.0,-0.13530876,--,--,--
2,stimuli\Quakermaybe.png,1.0,1.0,56.450382,57.476532,58.65996,1.2067838,82.0,82.0,stimuli\Quakermaybe.png,2.0,-0.8447578,--,--,--
3,stimuli\Wissotzky.png,1.0,2.0,58.698574,59.743057,61.309406,1.5786654,79.0,79.0,stimuli\Wissotzky.png,2.0,-1.3800048,--,--,--
4,stimuli\Zippersmallbag.png,1.0,3.0,61.36193,62.39294,63.77621,1.4125865,49.0,49.0,stimuli\Zippersmallbag.png,2.0,-1.116036,--,--,--
5,stimuli\FuzeTea.png,1.0,4.0,63.798836,64.8261,65.19355,0.3936079,77.0,77.0,stimuli\FuzeTea.png,2.0,-0.21252772,--,--,--
6,stimuli\Neviot.PNG,1.0,5.0,65.2159,66.2591,66.29265,0.0665307,8.0,8.0,stimuli\Neviot.PNG,2.0,-0.034598712,--,--,--
7,stimuli\Cafeelite.png,1.0,6.0,66.335724,67.37574,67.37582,0.0,69.0,69.0,stimuli\Cafeelite.png,2.0,0.16016906,--,--,--
8,stimuli\Tapuchips.PNG,1.0,7.0,67.57422,68.60936,69.991905,1.4128594,89.0,89.0,stimuli\Tapuchips.PNG,2.0,-1.2233186,--,--,--
9,stimuli\Oreo.PNG,1.0,8.0,70.031105,71.07554,71.39242,0.3524923,72.0,72.0,stimuli\Oreo.PNG,2.0,-0.18164776,--,--,--
10,stimuli\Tuna_ToGo.png,1.0,9.0,71.45008,72.49248,74.025444,1.5405928,36.0,36.0,stimuli\Tuna_ToGo.png,2.0,-1.3788013,--,--,--
11,stimuli\KifKef.PNG,1.0,10.0,74.08791,75.108955,75.40959,0.3195125,21.0,21.0,stimuli\KifKef.PNG,2.0,0.06267669,--,--,--
12,stimuli\Fitnessmaybe.png,1.0,11.0,75.49184,76.52561,76.80829,0.3052859,92.0,92.0,stimuli\Fitnessmaybe.png,2.0,-0.07182931,--,--,--
13,stimuli\Heinz.png,1.0,12.0,76.84121,77.87523,77.942116,0.0916647,98.0,98.0,stimuli\Heinz.png,2.0,0.028429927,--,--,--
14,stimuli\Chocolatemilk.png,1.0,13.0,77.99579,79.04176,79.07497,0.0655193,35.0,35.0,stimuli\Chocolatemilk.png,2.0,-0.061869893,--,--,--
15,stimuli\Branflakesextra.png,1.0,14.0,79.099075,80.125114,81.008484,0.8835368,40.0,40.0,stimuli\Branflakesextra.png,2.0,-0.8365389,--,--,--
16,stimuli\CocaCola2L.png,1.0,15.0,81.03091,82.05836,82.558624,0.5251221,82.0,82.0,stimuli\CocaCola2L.png,2.0,-0.47076005,--,--,--
17,stimuli\FuseTeaGreen.png,1.0,16.0,82.58165,83.62492,83.72524,0.1316989,17.0,17.0,stimuli\FuseTeaGreen.png,2.0,-0.05087852,--,--,--
18,stimuli\Fitness_Chocolate.png,1.0,17.0,83.78414,84.825165,85.04159,0.2242822,35.0,35.0,stimuli\Fitness_Chocolate.png,2.0,0.08736347,--,--,--
19,stimuli\Smarties.PNG,1.0,18.0,85.16831,86.20847,86.24181,0.0667194,74.0,74.0,stimuli\Smarties.PNG,2.0,-0.06350089,--,--,--
20,stimuli\Sano99.png,1.0,19.0,86.26433,87.291695,87.45819,0.1866695,12.0,12.0,stimuli\Sano99.png,2.0,0.13696256,--,--,--
21,stimuli\Prince.PNG,1.0,20.0,87.65459,88.69138,88.991806,0.3285287,77.0,77.0,stimuli\Prince.PNG,2.0,-0.2263651,--,--,--
22,stimuli\Filtunamaybe.png,1.0,21.0,89.01666,90.058304,90.42466,0.376762,70.0,70.0,stimuli\Filtunamaybe.png,2.0,-0.27936834,--,--,--
23,stimuli\Branflakes.png,1.0,22.0,90.47044,91.50828,91.641266,0.1495493,8.0,8.0,stimuli\Branflakes.png,2.0,-0.1225274,--,--,--
24,stimuli\ChocolateSpread.png,1.0,23.0,91.666145,92.70819,93.908035,1.233553,47.0,47.0,stimuli\ChocolateSpread.png,2.0,-1.2258468,--,--,--
25,stimuli\Barackemaybe.png,1.0,24.0,93.94027,94.97471,97.00807,2.0575628,88.0,88.0,stimuli\Barackemaybe.png,2.0,-1.9119104,--,--,--
26,stimuli\Splendid.PNG,1.0,25.0,97.02969,98.05757,98.241,0.2042624,79.0,79.0,stimuli\Splendid.PNG,2.0,0.04382286,--,--,--
27,stimuli\GelDeLin.png,1.0,26.0,98.30894,99.34085,99.55794,0.2454741,55.0,55.0,stimuli\GelDeLin.png,2.0,-0.10163701,--,--,--
28,stimuli\Colgatemaybe.png,1.0,27.0,99.580124,100.60745,100.97449,0.3916599,67.0,67.0,stimuli\Colgatemaybe.png,2.0,-0.3867028,--,--,--
29,stimuli\YadMordechai.png,1.0,28.0,100.99821,102.041016,102.640755,0.6229386,15.0,15.0,stimuli\YadMordechai.png,2.0,-0.47908217,--,--,--
30,stimuli\Kikkoman.png,1.0,29.0,102.66537,103.69064,104.023575,0.3524107,6.0,6.0,stimuli\Kikkoman.png,2.0,-0.17180176,--,--,--
31,stimuli\Zipperbigbag.png,1.0,30.0,104.04744,105.0909,105.74016,0.6787216,40.0,40.0,stimuli\Zipperbigbag.png,2.0,-0.34950715,--,--,--
32,stimuli\ParaChocolate.png,1.0,31.0,105.76162,106.7908,107.24008,0.464728,34.0,34.0,stimuli\ParaChocolate.png,2.0,-0.38004166,998,44,Right
