TrialNumber,image,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,image_path,block,wait_time
1,stimuli\Chocolatemilk.png,1.0,0.0,53.186863,54.211338,54.25883,0.0689655,19.0,19.0,stimuli\Chocolatemilk.png,2.0,0.15656143
2,stimuli\Smarties.PNG,1.0,1.0,54.44913,55.472767,55.987602,0.5369006,6.0,6.0,stimuli\Smarties.PNG,2.0,-0.35966188
3,stimuli\Sano99.png,1.0,2.0,56.017315,57.04161,57.35731,0.3379317,49.0,49.0,stimuli\Sano99.png,2.0,-0.12549733
4,stimuli\Milka.PNG,1.0,3.0,57.402554,58.42456,58.966297,0.5619201,36.0,36.0,stimuli\Milka.PNG,2.0,-0.28573236
5,stimuli\Zipperbigbag.png,1.0,4.0,58.993217,60.017067,60.353157,0.3581794,6.0,6.0,stimuli\Zipperbigbag.png,2.0,-0.3877321
6,stimuli\Oreo.PNG,1.0,5.0,60.397087,61.420574,62.60713,1.2084346,79.0,79.0,stimuli\Oreo.PNG,2.0,-1.1080892
7,stimuli\Zippersmallbag.png,1.0,6.0,62.647293,63.67308,64.337425,0.6877732,26.0,26.0,stimuli\Zippersmallbag.png,2.0,-0.78476924
8,stimuli\KifKef.PNG,1.0,7.0,64.39749,65.42015,65.84506,0.4458205,64.0,64.0,stimuli\KifKef.PNG,2.0,-0.2599311
9,stimuli\FuzeTea.png,1.0,8.0,65.86505,66.88838,67.23388,0.3650144,68.0,68.0,stimuli\FuzeTea.png,2.0,-0.3554366
10,stimuli\CocaCola2L.png,1.0,9.0,67.253716,68.27903,68.8046,0.5490119,60.0,60.0,stimuli\CocaCola2L.png,2.0,-0.37313816
11,stimuli\Tapuchips.PNG,1.0,10.0,68.83901,69.86194,70.40062,0.5604247,25.0,25.0,stimuli\Tapuchips.PNG,2.0,-0.3750945
12,stimuli\Kikkoman.png,1.0,11.0,70.429214,71.45295,71.953384,0.5221328,36.0,36.0,stimuli\Kikkoman.png,2.0,-0.24995181
13,stimuli\Barackemaybe.png,1.0,12.0,71.96722,72.99111,73.93986,0.9719085,64.0,64.0,stimuli\Barackemaybe.png,2.0,-1.0125786
14,stimuli\Quakermaybe.png,1.0,13.0,73.95684,74.98002,75.75414,0.794247,26.0,26.0,stimuli\Quakermaybe.png,2.0,-0.82174456
15,stimuli\ParaChocolate.png,1.0,14.0,75.78215,76.804886,77.1017,0.3178992,78.0,78.0,stimuli\ParaChocolate.png,2.0,-0.40087888
16,stimuli\Tuna_ToGo.png,1.0,15.0,77.14879,78.17859,78.457504,0.3073638,13.0,13.0,stimuli\Tuna_ToGo.png,2.0,-0.040622693
17,stimuli\Colgatemaybe.png,1.0,16.0,78.48704,79.51241,79.78968,0.3008256,73.0,73.0,stimuli\Colgatemaybe.png,2.0,-0.054805007
18,stimuli\Wissotzky.png,1.0,17.0,79.82454,80.84738,81.2142,0.3874833,1.0,1.0,stimuli\Wissotzky.png,2.0,-0.3744366
19,stimuli\Heinz.png,1.0,18.0,81.239685,82.26495,82.64831,0.40532959,41.0,41.0,stimuli\Heinz.png,2.0,-0.4992162
20,stimuli\Neviot.PNG,1.0,19.0,82.66711,83.689804,84.38685,0.7171638,13.0,12.0,stimuli\Neviot.PNG,2.0,-0.7475948
21,stimuli\ChocolateSpread.png,1.0,20.0,84.407135,85.42905,85.74494,0.3364933,9.0,9.0,stimuli\ChocolateSpread.png,2.0,-0.3983965
22,stimuli\Splendid.PNG,1.0,21.0,85.75962,86.78289,87.178925,0.417864,49.0,49.0,stimuli\Splendid.PNG,2.0,-0.20211698
23,stimuli\YadMordechai.png,1.0,22.0,87.19798,88.2203,88.887436,0.6888263,30.0,30.0,stimuli\YadMordechai.png,2.0,-0.707439
24,stimuli\Fitness_Chocolate.png,1.0,23.0,88.935425,89.95759,90.84771,0.9097952,57.0,57.0,stimuli\Fitness_Chocolate.png,2.0,-0.7069134
25,stimuli\FuseTeaGreen.png,1.0,24.0,90.87435,91.89736,92.122116,0.2474048,71.0,71.0,stimuli\FuseTeaGreen.png,2.0,-0.286872
26,stimuli\Branflakesextra.png,1.0,25.0,92.14902,93.17025,93.59739,0.4460034,33.0,33.0,stimuli\Branflakesextra.png,2.0,-0.5141537
27,stimuli\Fitnessmaybe.png,1.0,26.0,93.61614,94.63999,95.0192,0.401361,31.0,31.0,stimuli\Fitnessmaybe.png,2.0,-0.43132335
28,stimuli\Filtunamaybe.png,1.0,27.0,95.03904,96.06241,96.557304,0.5177767,47.0,48.0,stimuli\Filtunamaybe.png,2.0,-0.3360925
29,stimuli\Prince.PNG,1.0,28.0,96.60929,97.63217,97.90155,0.2910279,11.0,11.0,stimuli\Prince.PNG,2.0,-0.30680624
30,stimuli\GelDeLin.png,1.0,29.0,97.934235,98.95714,98.95739,0.0211177,54.0,54.0,stimuli\GelDeLin.png,2.0,0.117377885
31,stimuli\Cafeelite.png,1.0,30.0,99.1198,100.142975,100.55385,0.4334797,18.0,18.0,stimuli\Cafeelite.png,2.0,-0.35369107
