TrialNumber,image,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,image_path,block,wait_time,subject,age,handedness
1,stimuli\Zipperbigbag.png,1,0,4.0482073,5.084898,9.01841,3.9623475,80,55,stimuli\Zipperbigbag.png,1,-3.7245073,--,--,--
2,stimuli\Tapuchips.PNG,1,1,9.057027,10.084978,16.05106,5.970821,35,11,stimuli\Tapuchips.PNG,1,-5.722661,--,--,--
3,stimuli\Colgatemaybe.png,1,2,16.074848,17.118076,23.667675,6.578528,50,100,stimuli\Colgatemaybe.png,1,-6.3107896,--,--,--
4,stimuli\CocaCola2L.png,1,3,23.690193,24.717278,29.350422,4.632152,70,16,stimuli\CocaCola2L.png,1,-4.5777884,--,--,--
5,stimuli\Branflakes.png,1,4,29.398573,30.43398,37.017227,6.6073174,40,47,stimuli\Branflakes.png,1,-6.3105426,--,--,--
6,stimuli\Wissotzky.png,1,5,37.056343,38.100292,41.916504,3.8314958,50,6,stimuli\Wissotzky.png,1,-3.8023176,--,--,--
7,stimuli\Branflakesextra.png,1,6,41.941727,42.983353,47.06623,4.0971737,40,60,stimuli\Branflakesextra.png,1,-3.830598,--,--,--
8,stimuli\FuzeTea.png,1,7,47.08903,48.133137,53.266266,5.166295,70,60,stimuli\FuzeTea.png,1,-5.0526977,--,--,--
9,stimuli\Filtunamaybe.png,1,8,53.29163,54.332523,57.79925,3.4958313,60,54,stimuli\Filtunamaybe.png,1,-3.3480198,--,--,--
10,stimuli\Fitnessmaybe.png,1,9,57.819527,58.86598,64.48216,5.6293316,50,26,stimuli\Fitnessmaybe.png,1,-5.6120286,--,--,--
11,stimuli\Oreo.PNG,1,10,64.52156,65.548676,69.2655,3.7403195,60,65,stimuli\Oreo.PNG,1,-3.6809666,--,--,--
12,stimuli\Sano99.png,1,11,69.28746,70.332085,79.798225,9.496989,75,23,stimuli\Sano99.png,1,-9.324482,--,--,--
13,stimuli\Splendid.PNG,1,12,79.82051,80.86458,89.93107,9.09914,80,88,stimuli\Splendid.PNG,1,-8.758528,--,--,--
