success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,triad_index,one_key,two_key,three_key,target1,target2,distractor,target1_rank,target2_rank,distractor_rank,target1_choice,target2_choice,distractor_choice,targets_diff,is_blank,actual_choice,,FALSE
TRUE,FALSE,[],[],[],preload,0,30,0.0-0.0,102,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,1,18919,0.0-1.0,102,18886,"<p style=""text-align: center;"">מיד מתחילים.</p>",5,scan_wait,,,,,,,,,,,,,,,,,,FALSE
,,,,,html-keyboard-response,2,20923,0.0-2.0,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,3,22278,0.0-3.0-0.0,102,1350,"
                    <p class=""options"">
                      <span><span><img src='stimuli\KifKef.PNG', width=""238.02905874921038"", height=""300""></span></span>
                      <span><span><img src='stimuli\Branflakesextra.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\ChocolateSpread.png', width=""300"", height=""300""></span></span>
                    </p>",1,trinary,,target1,target2,distractor,stimuli\KifKef.PNG,stimuli\Branflakesextra.png,stimuli\ChocolateSpread.png,1,10,27,90,60,20,9,0,target1,,FALSE
,,,,,html-keyboard-response,4,30802,0.0-3.0-1.0,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,5,32771,0.0-3.0-0.1,102,1965,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Filtunamaybe.png', width=""300"", height=""194.5""></span></span>
                      <span><span><img src='stimuli\YadMordechai.png', width=""115.67164179104476"", height=""300""></span></span>
                      <span><span><img src='stimuli\FuzeTea.png', width=""149.079754601227"", height=""300""></span></span>
                    </p>",1,trinary,,target2,target1,distractor,stimuli\YadMordechai.png,stimuli\Filtunamaybe.png,stimuli\FuzeTea.png,3,6,19,83.33333333,70,30,3,0,target2,,FALSE
,,,,,html-keyboard-response,6,41165,0.0-3.0-1.1,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,7,42661,0.0-3.0-0.2,102,1492,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Chocolatemilk.png', width=""232.8042328042328"", height=""300""></span></span>
                      <span><span><img src='stimuli\Tuna_ToGo.png', width=""244.4063143445436"", height=""300""></span></span>
                      <span><span><img src='stimuli\Smarties.PNG', width=""300"", height=""102.57214554579673""></span></span>
                    </p>",1,trinary,,target1,target2,distractor,stimuli\Chocolatemilk.png,stimuli\Tuna_ToGo.png,stimuli\Smarties.PNG,4,5,31,80,80,0,1,0,target1,,FALSE
,,,,,html-keyboard-response,8,51075,0.0-3.0-1.2,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,9,52675,0.0-3.0-0.3,102,1593,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Smarties.PNG', width=""300"", height=""102.57214554579673""></span></span>
                      <span><span><img src='stimuli\Filtunamaybe.png', width=""300"", height=""194.5""></span></span>
                      <span><span><img src='stimuli\YadMordechai.png', width=""115.67164179104476"", height=""300""></span></span>
                    </p>",2,trinary,,distractor,target2,target1,stimuli\YadMordechai.png,stimuli\Filtunamaybe.png,stimuli\Smarties.PNG,3,6,31,83.33333333,70,0,3,0,target2,,FALSE
