TrialNumber,image,ran,order,view_time,slider_time,end_time,rt,choice,mouse_start,image_path,block,wait_time,subject,age,handedness
22,stimuli\Zipperbigbag.png,1,21,154.58788,155.61497,159.04794,3.4398654,50,33,stimuli\Zipperbigbag.png,1,-3.4206586,--,--,--
23,stimuli\Cafeelite.png,1,22,159.09476,160.13145,165.59776,5.4879503,1,3,stimuli\Cafeelite.png,1,-5.097682,--,--,--
24,stimuli\FuzeTea.png,1,23,165.6204,166.64767,172.9305,6.280934,30,78,stimuli\FuzeTea.png,1,-6.0652943,--,--,--
25,stimuli\Fitnessmaybe.png,1,24,172.95099,173.99702,178.2471,4.2837186,20,26,stimuli\Fitnessmaybe.png,1,-3.9998379,--,--,--
26,stimuli\Milka.PNG,1,25,178.31607,179.36346,186.11317,6.7649746,50,24,stimuli\Milka.PNG,1,-6.5265036,--,--,--
27,stimuli\Tuna_ToGo.png,1,26,186.17126,187.21347,193.34645,6.171299,80,65,stimuli\Tuna_ToGo.png,1,-5.8047795,--,--,--
28,stimuli\ChocolateSpread.png,1,27,193.37114,194.39645,197.44617,3.0739126,15,8,stimuli\ChocolateSpread.png,1,-2.7348084,--,--,--
29,stimuli\Branflakesextra.png,1,28,197.46968,198.49588,203.59567,5.098145,60,10,stimuli\Branflakesextra.png,1,-4.8635674,--,--,--
30,stimuli\Wissotzky.png,1,29,203.63365,204.67923,213.77875,9.135886,20,95,stimuli\Wissotzky.png,1,-8.978311,--,--,--
31,stimuli\YadMordechai.png,1,30,213.80225,214.84543,217.82852,3.0131376,80,88,stimuli\YadMordechai.png,1,-2.7055433,--,--,--
32,stimuli\CocaCola2L.png,1,31,217.8503,218.8782,221.77814,2.9004622,30,14,stimuli\CocaCola2L.png,1,-2.650541,102,18,Right
,,,,,,,,50,,,,,,,
,,,,,,,,90,,,,,,,
,,,,,,,,30,,,,,,,
,,,,,,,,50,,,,,,,
,,,,,,,,1,,41.52083333,,41.52083333,41.52083333,27.55448359,
,,,,,,,,20,,27.55448359,,27.55448359,,,
,,,,,,,,70,,,,,,,
,,,,,,,,28,,,,,,,
,,,,,,,,35,,,,,,,
,,,,,,,,45,,,,,,,
,,,,,,,,80,,,,,,,
,,,,,,,,20,,,,,,,
,,,,,,,,20,,,,,,,
,,,,,,,,0,,,,,,,
,,,,,,,,40,,,,,,,
,,,,,,,,50,,,,,,,
,,,,,,,,0,,,,,,,
,,,,,,,,70,,,,,,,
,,,,,,,,35,,,,,,,
,,,,,,,,6,,,,,,,
,,,,,,,,50,,,,,,,
,,,,,,,,0,,,,,,,
,,,,,,,,30,,,,,,,
,,,,,,,,60,,,,,,,
,,,,,,,,80,,,,,,,
,,,,,,,,20,,,,,,,
,,,,,,,,90,,,,,,,
,,,,,,,,80,,,,,,,
,,,,,,,,58,,,,,,,
,,,,,,,,30,,,,,,,
,,,,,,,,60,,,,,,,
,,,,,,,,20,,,,,,,
,,,,,,,,20,,,,,,,
,,,,,,,,80,,,,,,,
,,,,,,,,50,,,,,,,
,,,,,,,,60,,,,,,,
,,,,,,,,0,,,,,,,
,,,,,,,,80,,,,,,,
,,,,,,,,30,,,,,,,
,,,,,,,,30,,,,,,,
,,,,,,,,50,,,,,,,
,,,,,,,,50,,,,,,,
,,,,,,,,20,,,,,,,
,,,,,,,,61,,,,,,,
,,,,,,,,45,,,,,,,
,,,,,,,,60,,,,,,,
,,,,,,,,90,,,,,,,
,,,,,,,,70,,,,,,,
,,,,,,,,30,,,,,,,
,,,,,,,,90,,,,,,,
,,,,,,,,60,,,,,,,
,,,,,,,,90,,,,,,,
,,,,,,,,21,,,,,,,
,,,,,,,,25,,,,,,,
,,,,,,,,0,,,,,,,
,,,,,,,,0,,,,,,,
,,,,,,,,30,,,,,,,
,,,,,,,,20,,,,,,,
,,,,,,,,60,,,,,,,
,,,,,,,,4,,,,,,,
,,,,,,,,0,,,,,,,
,,,,,,,,20,,,,,,,
,,,,,,,,45,,,,,,,
,,,,,,,,30,,,,,,,
