success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,triad_index,one_key,two_key,three_key,target1,target2,distractor,target1_rank,target2_rank,distractor_rank,target1_choice,target2_choice,distractor_choice,targets_diff,is_blank,actual_choice,,FALSE
TRUE,FALSE,[],[],[],preload,0,36,0.0-0.0,102,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,1,30205,0.0-1.0,102,30166,"<p style=""text-align: center;"">מיד מתחילים.</p>",5,scan_wait,,,,,,,,,,,,,,,,,,FALSE
,,,,,html-keyboard-response,2,32211,0.0-2.0,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,3,33757,0.0-3.0-0.0,102,1539,"
                    <p class=""options"">
                      <span><span><img src='stimuli\FuzeTea.png', width=""149.079754601227"", height=""300""></span></span>
                      <span><span><img src='stimuli\Sano99.png', width=""287.6470588235294"", height=""300""></span></span>
                      <span><span><img src='stimuli\Branflakes.png', width=""219.87127916331454"", height=""300""></span></span>
                    </p>",2,trinary,,distractor,target1,target2,stimuli\Sano99.png,stimuli\Branflakes.png,stimuli\FuzeTea.png,2,9,19,86.66666667,62.66666667,30,7,0,target1,,FALSE
,,,,,html-keyboard-response,4,41883,0.0-3.0-1.0,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,5,42888,0.0-3.0-0.1,102,996,"
                    <p class=""options"">
                      <span><span><img src='stimuli\KifKef.PNG', width=""238.02905874921038"", height=""300""></span></span>
                      <span><span><img src='stimuli\Oreo.PNG', width=""300"", height=""168.046875""></span></span>
                      <span><span><img src='stimuli\Branflakesextra.png', width=""300"", height=""300""></span></span>
                    </p>",1,trinary,,target1,distractor,target2,stimuli\KifKef.PNG,stimuli\Branflakesextra.png,stimuli\Oreo.PNG,1,10,11,90,60,60,9,0,target1,,FALSE
,,,,,html-keyboard-response,6,52059,0.0-3.0-1.1,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,7,52896,0.0-3.0-0.2,102,831,"
                    <p class=""options"">
                      <span><span><img src='stimuli\KifKef.PNG', width=""238.02905874921038"", height=""300""></span></span>
                      <span><span><img src='stimuli\Quakermaybe.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\Oreo.PNG', width=""300"", height=""168.046875""></span></span>
                    </p>",1,trinary,,target1,target2,distractor,stimuli\KifKef.PNG,stimuli\Quakermaybe.png,stimuli\Oreo.PNG,1,7,11,90,68.66666667,60,6,0,target1,,FALSE
,,,,,html-keyboard-response,8,61588,0.0-3.0-1.2,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,9,62889,0.0-3.0-0.3,102,1295,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Branflakes.png', width=""219.87127916331454"", height=""300""></span></span>
                      <span><span><img src='stimuli\ChocolateSpread.png', width=""300"", height=""300""></span></span>
                      <span><span><img src='stimuli\Sano99.png', width=""287.6470588235294"", height=""300""></span></span>
                    </p>",3,trinary,,target2,distractor,target1,stimuli\Sano99.png,stimuli\Branflakes.png,stimuli\ChocolateSpread.png,2,9,27,86.66666667,62.66666667,20,7,0,target1,,FALSE
,,,,,html-keyboard-response,10,71272,0.0-3.0-1.3,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,11,73238,0.0-3.0-0.4,102,1962,"
                    <p class=""options"">
                      <span><span><img src='stimuli\YadMordechai.png', width=""115.67164179104476"", height=""300""></span></span>
                      <span><span><img src='stimuli\Zippersmallbag.png', width=""300"", height=""170.83854818523153""></span></span>
                      <span><span><img src='stimuli\Smarties.PNG', width=""300"", height=""102.57214554579673""></span></span>
                    </p>",1,trinary,,target1,target2,distractor,stimuli\YadMordechai.png,stimuli\Zippersmallbag.png,stimuli\Smarties.PNG,3,8,31,83.33333333,63.33333333,0,5,0,target1,,FALSE
,,,,,html-keyboard-response,12,81303,0.0-3.0-1.4,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,13,83331,0.0-3.0-0.5,102,2021,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Neviot.PNG', width=""133.2"", height=""300""></span></span>
                      <span><span><img src='stimuli\Chocolatemilk.png', width=""232.8042328042328"", height=""300""></span></span>
                      <span><span><img src='stimuli\Tuna_ToGo.png', width=""244.4063143445436"", height=""300""></span></span>
                    </p>",1,trinary,,distractor,target1,target2,stimuli\Chocolatemilk.png,stimuli\Tuna_ToGo.png,stimuli\Neviot.PNG,4,5,15,80,80,45,1,0,distractor,,FALSE
,,,,,html-keyboard-response,14,91359,0.0-3.0-1.5,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
,,,,,html-keyboard-response,15,92790,0.0-3.0-0.6,102,1425,"
                    <p class=""options"">
                      <span><span><img src='stimuli\Tuna_ToGo.png', width=""244.4063143445436"", height=""300""></span></span>
                      <span><span><img src='stimuli\FuzeTea.png', width=""149.079754601227"", height=""300""></span></span>
                      <span><span><img src='stimuli\Chocolatemilk.png', width=""232.8042328042328"", height=""300""></span></span>
                    </p>",3,trinary,,target2,distractor,target1,stimuli\Chocolatemilk.png,stimuli\Tuna_ToGo.png,stimuli\FuzeTea.png,4,5,19,80,80,30,1,0,target1,,FALSE
,,,,,html-keyboard-response,16,101111,0.0-3.0-1.6,102,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,TRUE
