target1,target2,distractor,target1_rank,target2_rank,distractor_rank,target1_choice,target2_choice,distractor_choice,targets_diff,is_blank
stimuli\KifKef.PNG,stimuli\Branflakesextra.png,stimuli\Oreo.PNG,1,10,11,90.0,60.0,60.0,9,0.0
stimuli\KifKef.PNG,stimuli\Branflakesextra.png,stimuli\Neviot.PNG,1,10,15,90.0,60.0,45.0,9,0.0
stimuli\KifKef.PNG,stimuli\Branflakesextra.png,stimuli\FuzeTea.png,1,10,19,90.0,60.0,30.0,9,0.0
stimuli\KifKef.PNG,stimuli\Branflakesextra.png,stimuli\ParaChocolate.png,1,10,23,90.0,60.0,22.666666666666668,9,0.0
stimuli\KifKef.PNG,stimuli\Branflakesextra.png,stimuli\ChocolateSpread.png,1,10,27,90.0,60.0,20.0,9,0.0
stimuli\KifKef.PNG,stimuli\Branflakesextra.png,stimuli\Smarties.PNG,1,10,31,90.0,60.0,0.0,9,0.0
stimuli\Sano99.png,stimuli\Branflakes.png,stimuli\Oreo.PNG,2,9,11,86.66666666666667,62.666666666666664,60.0,7,0.0
stimuli\Sano99.png,stimuli\Branflakes.png,stimuli\Neviot.PNG,2,9,15,86.66666666666667,62.666666666666664,45.0,7,0.0
stimuli\Sano99.png,stimuli\Branflakes.png,stimuli\FuzeTea.png,2,9,19,86.66666666666667,62.666666666666664,30.0,7,0.0
stimuli\Sano99.png,stimuli\Branflakes.png,stimuli\ParaChocolate.png,2,9,23,86.66666666666667,62.666666666666664,22.666666666666668,7,0.0
stimuli\Sano99.png,stimuli\Branflakes.png,stimuli\ChocolateSpread.png,2,9,27,86.66666666666667,62.666666666666664,20.0,7,0.0
stimuli\Sano99.png,stimuli\Branflakes.png,stimuli\Smarties.PNG,2,9,31,86.66666666666667,62.666666666666664,0.0,7,0.0
stimuli\KifKef.PNG,stimuli\Quakermaybe.png,stimuli\Oreo.PNG,1,7,11,90.0,68.66666666666667,60.0,6,0.0
stimuli\KifKef.PNG,stimuli\Quakermaybe.png,stimuli\Neviot.PNG,1,7,15,90.0,68.66666666666667,45.0,6,0.0
stimuli\KifKef.PNG,stimuli\Quakermaybe.png,stimuli\FuzeTea.png,1,7,19,90.0,68.66666666666667,30.0,6,0.0
stimuli\KifKef.PNG,stimuli\Quakermaybe.png,stimuli\ParaChocolate.png,1,7,23,90.0,68.66666666666667,22.666666666666668,6,0.0
stimuli\KifKef.PNG,stimuli\Quakermaybe.png,stimuli\ChocolateSpread.png,1,7,27,90.0,68.66666666666667,20.0,6,0.0
stimuli\KifKef.PNG,stimuli\Quakermaybe.png,stimuli\Smarties.PNG,1,7,31,90.0,68.66666666666667,0.0,6,0.0
stimuli\YadMordechai.png,stimuli\Zippersmallbag.png,stimuli\Oreo.PNG,3,8,11,83.33333333333333,63.333333333333336,60.0,5,0.0
stimuli\YadMordechai.png,stimuli\Zippersmallbag.png,stimuli\Neviot.PNG,3,8,15,83.33333333333333,63.333333333333336,45.0,5,0.0
stimuli\YadMordechai.png,stimuli\Zippersmallbag.png,stimuli\FuzeTea.png,3,8,19,83.33333333333333,63.333333333333336,30.0,5,0.0
stimuli\YadMordechai.png,stimuli\Zippersmallbag.png,stimuli\ParaChocolate.png,3,8,23,83.33333333333333,63.333333333333336,22.666666666666668,5,0.0
stimuli\YadMordechai.png,stimuli\Zippersmallbag.png,stimuli\ChocolateSpread.png,3,8,27,83.33333333333333,63.333333333333336,20.0,5,0.0
stimuli\YadMordechai.png,stimuli\Zippersmallbag.png,stimuli\Smarties.PNG,3,8,31,83.33333333333333,63.333333333333336,0.0,5,0.0
stimuli\YadMordechai.png,stimuli\Filtunamaybe.png,stimuli\Oreo.PNG,3,6,11,83.33333333333333,70.0,60.0,3,0.0
stimuli\YadMordechai.png,stimuli\Filtunamaybe.png,stimuli\Neviot.PNG,3,6,15,83.33333333333333,70.0,45.0,3,0.0
stimuli\YadMordechai.png,stimuli\Filtunamaybe.png,stimuli\FuzeTea.png,3,6,19,83.33333333333333,70.0,30.0,3,0.0
stimuli\YadMordechai.png,stimuli\Filtunamaybe.png,stimuli\ParaChocolate.png,3,6,23,83.33333333333333,70.0,22.666666666666668,3,0.0
stimuli\YadMordechai.png,stimuli\Filtunamaybe.png,stimuli\ChocolateSpread.png,3,6,27,83.33333333333333,70.0,20.0,3,0.0
stimuli\YadMordechai.png,stimuli\Filtunamaybe.png,stimuli\Smarties.PNG,3,6,31,83.33333333333333,70.0,0.0,3,0.0
stimuli\Chocolatemilk.png,stimuli\Tuna_ToGo.png,stimuli\Oreo.PNG,4,5,11,80.0,80.0,60.0,1,0.0
stimuli\Chocolatemilk.png,stimuli\Tuna_ToGo.png,stimuli\Neviot.PNG,4,5,15,80.0,80.0,45.0,1,0.0
stimuli\Chocolatemilk.png,stimuli\Tuna_ToGo.png,stimuli\FuzeTea.png,4,5,19,80.0,80.0,30.0,1,0.0
stimuli\Chocolatemilk.png,stimuli\Tuna_ToGo.png,stimuli\ParaChocolate.png,4,5,23,80.0,80.0,22.666666666666668,1,0.0
stimuli\Chocolatemilk.png,stimuli\Tuna_ToGo.png,stimuli\ChocolateSpread.png,4,5,27,80.0,80.0,20.0,1,0.0
stimuli\Chocolatemilk.png,stimuli\Tuna_ToGo.png,stimuli\Smarties.PNG,4,5,31,80.0,80.0,0.0,1,0.0
0.0,0.0,0.0,,,,,,,,1.0
0.0,0.0,0.0,,,,,,,,1.0
0.0,0.0,0.0,,,,,,,,1.0
